r, g
0.011833181009187399, 0.004093510991389326
0.16441387272115082, 0.004030977921015477
0.3052575881475781, 0.003973255086824334
0.4226273510029348, 0.00392515272499816
0.5399971138582906, 0.0038770503631728737
0.6573668767136469, 0.003828948001346255
0.7747366395690032, 0.0037808456395205248
0.8921064024243595, 0.0037327432776943503
1.0094761652797157, 0.00368464091586862
1.150319880706143, 0.003626918081677477
1.2911635961325707, 0.003569195247486334
1.4554812641300698, 0.003501851940929779
1.5963249795564967, 0.003444129106738636
1.7606426475539954, 0.0033767858001820805
1.9014863629804226, 0.0033190629659909376
2.0423300784068505, 0.0032613401317997948
2.1831737938332774, 0.003203617297608652
2.300543556688634, 0.0031555149357829215
2.371446438020108, 0.023618259656548624
2.4187791620568575, 0.03999230362210726
2.442637933522537, 0.05637596806003131
2.4899706575592866, 0.0727500120255904
2.51402183847227, 0.09733031891865851
2.538073019385253, 0.12191062581172707
2.562412814469191, 0.15878589638751217
2.562990042811104, 0.18337582375294614
2.5754485545240273, 0.21410842272355524
2.5880032709606047, 0.24893934292173725
2.5889653181971246, 0.28992255519746024
2.6013757275482234, 0.3186059935542831
2.6267737745923334, 0.40056279763336367
2.6401462311799513, 0.4702294482659095
2.6773293568714234, 0.5542306027225932
2.7159555534176736, 0.6997065755928613
2.7305786714127667, 0.8226514021838469
2.7439511280003854, 0.892318052816393
2.7691567655971925, 0.9660782144403286
2.7715618836884905, 1.0685362451296356
2.7738707970561363, 1.16689595459137
2.8106210014911746, 1.2324546635239786
2.8239934580787924, 1.3021213141565249
2.8376064264755403, 1.3820337678580012
2.8513155995959405, 1.4660445427870505
2.852662465727069, 1.5234210399730623
2.8776756938765704, 1.5889845591418537
2.890759536293234, 1.646356246091683
2.915436047909954, 1.697575640963971
2.9282793785174857, 1.7447015248448694
2.929530039924961, 1.797979700803309
2.954543268074463, 1.8635432199721003
2.991101063062197, 1.9209052864495644
3.0037038818606003, 1.9577853672615322
3.0277550627735828, 1.9823656741546007
3.0753282986194623, 2.00898552118909
3.1335802587907073, 1.9905190244841018
3.1683101640290543, 1.9700129876376926
3.1911587858963895, 1.9433642791861079
3.2137187935927667, 1.9044206070518057
3.2362306989273186, 1.863427774303718
3.2470056279763337, 1.8224397517918125
3.2697099427581904, 1.7896435614988693
3.2918370291981347, 1.7322574438404923
3.314445139256339, 1.6953629323199766
3.3371494540381956, 1.6625667420270331
3.347731973639907, 1.613382077059983
3.3701476742508065, 1.568290923084323
3.392515272499881, 1.5211506084948767
3.42661984703449, 1.474005483669248
3.4489393429217383, 1.4248160084660153
3.494636586656406, 1.3715185915628454
3.5402376256674213, 1.3141228534321032
3.585934869402089, 1.2608254365289333
3.6319207273077136, 1.21982298330848
3.678002789936987, 1.1829188513155993
3.72398864784261, 1.1419163980951461
3.7933522535956534, 1.0968060031747553
3.8396267256722307, 1.0680985136370191
3.897734378757998, 1.0434845350906725
3.9558420318437646, 1.0188705565443257
4.025590456491416, 0.9901534465342243
4.118524219539182, 0.9491317523690408
4.199624801577759, 0.9040165472124677
4.269373226225409, 0.8752994372023664
4.362643705805956, 0.8486218673336856
4.468035980566647, 0.8383327721391116
4.573909278945597, 0.8485352830823987
4.691711963057387, 0.8669296262446482
4.832844292654771, 0.8791668670931736
4.9505507720429085, 0.8934628890278506
5.091923613449421, 0.9159459329453072
5.186300447351966, 0.9363990571937078
5.3042474385492335, 0.9609408821973155
5.398912886622735, 0.993688970128433
5.469911972677861, 1.0182500360767706
5.552744239742172, 1.0469046130164987
5.623647121073645, 1.0673673577372644
5.7297128288999, 1.085766511135696
5.800230891336765, 1.089835970946173
5.8940304968973996, 1.0856991678291399
6.0112078503054525, 1.077454423012169
6.152051565731882, 1.0773967001779783
6.269277021501756, 1.0712011159747936
6.38621386310068, 1.0527105680888924
6.5264322478233705, 1.0260137572754817
6.6903650969262625, 1.009553129058636
6.866179229400165, 0.9992351724469664
7.042041464235895, 0.9909663764490828
7.241425754004522, 0.9847371205926205
7.4291211698494415, 0.9805618355861263
7.628601664341721, 0.9784309009572363
7.816633796719419, 0.9885997402472453
7.981191976526048, 0.9987782000096195
8.133820770599838, 1.000764827553032
8.380682091490694, 1.0170570975034865
8.615421617201406, 1.0169608927798346
8.838424166626583, 1.0168694982923652
9.038048968204341, 1.0208860455048332
9.225696281687433, 1.0146615998845534
9.389773437875801, 1.0043484535090663
9.589302034729906, 1.004266679493962
9.75361970272741, 1.0041993361874058
9.964644764057919, 0.9938669488671883
10.18769541584492, 0.9958247149935051
10.399057193708213, 0.9998364519697907
10.633941026504404, 1.005887729087497
10.915676559719085, 1.0078214440329014
11.150223675982494, 0.9995285968541043
11.291115493770748, 1.0015200346336994
11.502669681081343, 1.0137284140651297
11.620039443936701, 1.0136803117033035
11.807638655057964, 1.0054067054692373
12.04247438549233, 1.009408821973158
12.312376737697825, 1.0072490259271718
12.582327192265142, 1.0071383904949724
12.828755591899565, 1.0049882149213514
13.07523209389581, 1.004887199961517
13.263071816826209, 1.0068593967963815
13.47433738996585, 1.0067728125450945
13.756024820818707, 1.0066573668767123
14.037664149309736, 1.004492760594544
14.331184761171778, 1.0084708259175514
14.67155707345231, 1.008331329068256
14.835874741449809, 1.0082639857616997
15.02366636201838, 1.0081870219827782
15.223243061234308, 1.01015440858146
15.422771658088417, 1.010072634566356
15.704459088941269, 1.0099571888979735
16.056568377507336, 1.0098128818124956
16.573043436432734, 1.0116503920342474
17.08937418827265, 1.007340420414641
17.699745057482325, 1.0091394487469318
18.098802251190534, 1.0089759007167236
18.497763240175097, 1.004714031458943
18.850016835826644, 1.0107172062148235
19.119967290393962, 1.0106065707826237
